# Source https://wwwndc.jaea.go.jp/nucldata/mass/KTUY05_m246.dat
# Koura, Hiroyuki, et al. "Nuclidic mass formula on a spherical basis with an improved even-odd term." Progress of theoretical physics 113.2 (2005): 305-325.
#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
   78   97 -25.77   0.04  0.143  0.045 -0.008
   78   98 -28.65  -0.06  0.148  0.041 -0.010
   78   99 -29.34  -0.23  0.153  0.035 -0.017
   78  100 -31.81  -0.32  0.154  0.027 -0.019
   78  101 -31.96  -0.33  0.155  0.015 -0.015
   78  102 -34.06  -0.44  0.155  0.008 -0.014
   78  103 -33.98  -0.58  0.156 -0.001 -0.013
   78  104 -35.72  -0.70  0.154 -0.009 -0.011
   78  105 -35.31  -0.85  0.154 -0.017 -0.009
   78  106 -36.74  -1.04  0.154 -0.023 -0.009
   78  107 -35.97  -1.18  0.151 -0.030 -0.005
   78  108 -37.07  -1.38  0.147 -0.035 -0.003
   78  109 -36.02  -1.58 -0.096 -0.019  0.020
   78  110 -37.01  -2.01 -0.094 -0.020  0.017
   78  111 -35.93  -2.49 -0.095 -0.022  0.017
   78  112 -36.63  -2.97 -0.096 -0.025  0.015
   78  113 -35.23  -3.46 -0.096 -0.026  0.014
   78  114 -35.66  -3.99 -0.098 -0.027  0.015
   78  115 -34.04  -4.56 -0.101 -0.021  0.014
   78  116 -34.27  -5.20 -0.103 -0.024  0.014
   78  117 -32.45  -5.86 -0.105 -0.026  0.014
   78  118 -32.35  -6.48 -0.101 -0.032  0.014
   78  119 -30.14  -7.05 -0.101 -0.032  0.013
   78  120 -29.61  -7.54 -0.097 -0.034  0.008
   78  121 -26.90  -7.88  0.036 -0.008  0.000
   78  122 -26.27  -8.57  0.032 -0.012  0.000
   78  123 -23.63  -9.26  0.022 -0.005 -0.001
   78  124 -22.76  -9.98  0.007 -0.001  0.001
   78  125 -19.92 -10.73  0.008  0.000 -0.002
   78  126 -18.64 -11.32  0.003  0.000  0.000
   78  127 -13.57 -10.09  0.010  0.009  0.003
   78  128 -10.32  -8.99  0.018  0.014  0.001
   78  129  -5.20  -7.97  0.024  0.011 -0.002
   78  130  -1.85  -7.02  0.030  0.010 -0.005
   78  131   3.43  -6.09  0.035  0.007 -0.007
   78  132   6.95  -5.22  0.038  0.004 -0.011
   78  133  12.31  -4.44  0.044  0.001 -0.012
   78  134  16.00  -3.65  0.045 -0.002 -0.008
   78  135  21.55  -2.93  0.046 -0.006 -0.006
   78  136  25.32  -2.30  0.050 -0.010 -0.009
   78  137  30.95  -1.72  0.051 -0.012 -0.007
   78  138  34.76  -1.29  0.087  0.039 -0.004
   78  139  40.24  -1.08  0.090  0.034 -0.006
   78  140  44.04  -0.89  0.096  0.035 -0.009
   78  141  49.64  -0.78  0.100  0.032 -0.011
   78  142  53.56  -0.69  0.105  0.031 -0.014
   78  143  59.30  -0.65  0.109  0.029 -0.016
   78  144  63.37  -0.63  0.113  0.026 -0.017
   78  145  69.27  -0.64  0.117  0.025 -0.021
   78  146  73.51  -0.66  0.119  0.019 -0.021
   78  147  79.62  -0.65  0.121  0.011 -0.017
   78  148  84.06  -0.69  0.126  0.006 -0.018
   78  149  90.32  -0.73  0.127  0.003 -0.016
   78  150  94.94  -0.79  0.129  0.001 -0.016
   78  151 101.41  -0.81  0.128 -0.005 -0.014
   78  152 106.24  -0.86  0.131 -0.008 -0.016
   78  153 112.90  -0.88  0.130 -0.015 -0.008
   78  154 117.92  -0.94  0.124 -0.021 -0.007
   78  155 124.70  -1.01  0.123 -0.027 -0.005
   78  156 129.91  -1.06  0.120 -0.030 -0.005
   78  157 136.88  -1.14  0.119 -0.038  0.001
   78  158 142.26  -1.21  0.116 -0.041  0.003
   78  159 149.40  -1.28  0.112 -0.045  0.009
   78  160 154.79  -1.53 -0.090 -0.010  0.019
   78  161 161.91  -1.79 -0.091 -0.011  0.019
   78  162 167.43  -2.08 -0.092 -0.014  0.018
   78  163 174.65  -2.40 -0.092 -0.015  0.017
   78  164 180.28  -2.77 -0.093 -0.016  0.017
   78  165 187.73  -3.02  0.007  0.003 -0.001
   78  166 193.45  -3.46  0.013  0.004 -0.001
   78  167 200.87  -3.91  0.019  0.007 -0.002
   78  168 206.72  -4.38  0.022  0.002 -0.004
   78  169 214.34  -4.80  0.022 -0.003 -0.004
   78  170 220.45  -5.16  0.018 -0.005 -0.001
   78  171 228.28  -5.52  0.013 -0.006  0.000
   78  172 234.57  -5.87  0.008 -0.007  0.004
   78  173 242.47  -6.30  0.002  0.000  0.000
   78  174 249.18  -6.39  0.008  0.005  0.000
   78  175 257.54  -6.51  0.011  0.000 -0.002
   78  176 264.46  -6.54  0.009 -0.005  0.001
   78  177 273.06  -6.56  0.021  0.003 -0.005
   78  178 280.14  -6.57  0.021 -0.001 -0.001
   78  179 288.92  -6.56  0.021  0.001  0.000
   78  180 296.14  -6.58  0.017  0.004 -0.002
   78  181 305.04  -6.58  0.020 -0.003 -0.003
   78  182 312.48  -6.53  0.016 -0.005 -0.002
   78  183 321.58  -6.46  0.012 -0.006  0.000
   78  184 329.17  -6.41  0.007 -0.006  0.004
   78  185 338.31  -6.42  0.002  0.000  0.000
   78  186 346.91  -5.49  0.007  0.006  0.004
   78  187 357.04  -4.66  0.013  0.010  0.001
   78  188 365.60  -3.91  0.018  0.013  0.001
   78  189 375.70  -3.22  0.023  0.013 -0.001
   78  190 384.27  -2.58  0.028  0.016 -0.001
   78  191 394.41  -1.99  0.033  0.018  0.001
   78  192 403.00  -1.46  0.042  0.032  0.007
   78  193 413.04  -1.09  0.045  0.027  0.001
   78  194 421.54  -0.77  0.050  0.031  0.002
   78  195 431.42  -0.68  0.084  0.031  0.002
   78  196 439.74  -0.68  0.100  0.025 -0.004
   78  197 449.59  -0.73  0.103  0.022 -0.006
   78  198 457.97  -0.79  0.104  0.020 -0.008
   78  199 467.90  -0.87  0.107  0.017 -0.011
   78  200 476.35  -0.98  0.110  0.015 -0.013
   79   82  26.05 -10.58  0.004  0.000  0.000
   79   83  22.65  -9.47  0.014  0.010  0.001
   79   84  17.65  -8.49  0.023  0.007 -0.004
   79   85  14.59  -7.53  0.027  0.000 -0.004
   79   86   9.93  -6.70  0.034  0.000 -0.007
   79   87   7.26  -5.83  0.035 -0.010 -0.004
   79   88   3.06  -5.02  0.039 -0.014 -0.002
   79   89   0.74  -4.25  0.041 -0.019  0.000
   79   90  -3.06  -3.52  0.044 -0.023  0.004
   79   91  -5.05  -2.86  0.045 -0.023  0.003
   79   92  -8.51  -2.24  0.046 -0.024  0.003
   79   93 -10.19  -1.70  0.045 -0.024  0.002
   79   94 -13.38  -1.25  0.044 -0.025  0.004
   79   95 -14.79  -0.86  0.045 -0.024  0.003
   79   96 -17.72  -0.56  0.046 -0.028  0.007
   79   97 -18.76  -0.20  0.044 -0.024  0.004
   79   98 -21.42  -0.06  0.147  0.041 -0.010
   79   99 -22.54  -0.17  0.153  0.035 -0.017
   79  100 -24.97  -0.20  0.153  0.022 -0.010
   79  101 -25.69  -0.29  0.155  0.016 -0.012
   79  102 -27.81  -0.38  0.155  0.008 -0.011
   79  103 -28.16  -0.48  0.156  0.001 -0.013
   79  104 -29.91  -0.57  0.155 -0.007 -0.011
   79  105 -29.91  -0.68  0.152 -0.017 -0.007
   79  106 -31.38  -0.86  0.154 -0.023 -0.009
   79  107 -31.05  -0.98  0.151 -0.031 -0.005
   79  108 -32.16  -1.16  0.152 -0.035 -0.010
   79  109 -31.66  -1.44 -0.079 -0.029  0.013
   79  110 -32.78  -1.99 -0.078 -0.032  0.012
   79  111 -32.13  -2.45 -0.079 -0.034  0.010
   79  112 -32.87  -2.93 -0.080 -0.030  0.005
   79  113 -31.97  -3.46 -0.079 -0.033  0.008
   79  114 -32.44  -4.01 -0.079 -0.036  0.007
   79  115 -31.25  -4.56 -0.079 -0.035  0.006
   79  116 -31.44  -5.14 -0.079 -0.036  0.005
   79  117 -30.03  -5.77 -0.080 -0.037  0.006
   79  118 -30.02  -6.47 -0.079 -0.036  0.000
   79  119 -28.41  -7.19 -0.080 -0.037  0.000
   79  120 -28.16  -7.94  0.035 -0.007 -0.003
   79  121 -26.26  -8.65  0.034 -0.010  0.000
   79  122 -25.66  -9.35  0.032 -0.011  0.000
   79  123 -23.48 -10.06  0.020 -0.009  0.001
   79  124 -22.66 -10.82  0.003  0.000  0.000
   79  125 -20.23 -11.55  0.008  0.000 -0.001
   79  126 -18.98 -12.16  0.003  0.000  0.000
   79  127 -14.28 -10.88  0.009  0.007  0.002
   79  128 -11.03  -9.75  0.017  0.010  0.000
   79  129  -6.28  -8.68  0.023  0.008 -0.004
   79  130  -2.85  -7.63  0.025  0.003 -0.005
   79  131   1.96  -6.76  0.032  0.001 -0.007
   79  132   5.46  -5.89  0.034 -0.001 -0.008
   79  133  10.57  -4.96  0.036 -0.005 -0.004
   79  134  14.27  -4.15  0.039 -0.009 -0.005
   79  135  19.42  -3.41  0.040 -0.012 -0.004
   79  136  23.28  -2.69  0.041 -0.014 -0.001
   79  137  28.54  -2.07  0.043 -0.017  0.000
   79  138  32.37  -1.60  0.087  0.039 -0.002
   79  139  37.49  -1.36  0.091  0.040 -0.003
   79  140  41.29  -1.16  0.097  0.038 -0.008
   79  141  46.52  -1.02  0.101  0.036 -0.011
   79  142  50.44  -0.92  0.106  0.033 -0.012
   79  143  55.81  -0.85  0.109  0.030 -0.014
   79  144  59.90  -0.81  0.113  0.027 -0.014
   79  145  65.44  -0.78  0.116  0.025 -0.018
   79  146  69.69  -0.79  0.119  0.020 -0.019
   79  147  75.38  -0.81  0.120  0.013 -0.021
   79  148  79.87  -0.80  0.123  0.007 -0.018
   79  149  85.78  -0.81  0.122 -0.001 -0.015
   79  150  90.38  -0.87  0.126 -0.004 -0.016
   79  151  96.46  -0.91  0.127 -0.007 -0.014
   79  152 101.29  -0.95  0.127 -0.010 -0.011
   79  153 107.60  -0.95  0.126 -0.019 -0.007
   79  154 112.61  -1.01  0.125 -0.018 -0.005
   79  155 119.04  -1.06  0.125 -0.023 -0.004
   79  156 124.26  -1.10  0.122 -0.030 -0.001
   79  157 130.88  -1.16  0.124 -0.030  0.001
   79  158 136.26  -1.21 -0.073 -0.022  0.013
   79  159 142.83  -1.50 -0.073 -0.023  0.011
   79  160 148.18  -1.78 -0.073 -0.024  0.011
   79  161 154.88  -2.10 -0.076 -0.022  0.008
   79  162 160.35  -2.44 -0.075 -0.023  0.006
   79  163 167.13  -2.85  0.009 -0.006  0.002
   79  164 172.42  -3.54  0.002  0.000  0.000
   79  165 179.35  -3.96  0.007  0.004  0.000
   79  166 185.07  -4.41  0.011  0.001 -0.001
   79  167 192.13  -4.86  0.014 -0.001 -0.001
   79  168 198.03  -5.28  0.014 -0.005  0.000
   79  169 205.34  -5.65  0.014 -0.006  0.001
   79  170 211.46  -6.01  0.006  0.000  0.000
   79  171 218.92  -6.38  0.010  0.000 -0.001
   79  172 225.25  -6.71  0.007 -0.003  0.000
   79  173 232.97  -6.97  0.002  0.000  0.000
   79  174 239.70  -7.05  0.007  0.005  0.000
   79  175 247.72  -7.16  0.011  0.000 -0.002
   79  176 254.64  -7.19  0.009 -0.005  0.001
   79  177 262.89  -7.22  0.002  0.000  0.000
   79  178 270.06  -7.16  0.018 -0.003  0.000
   79  179 278.46  -7.18  0.016 -0.003 -0.002
   79  180 285.72  -7.18  0.013 -0.005  0.000
   79  181 294.34  -7.12  0.012 -0.005  0.001
   79  182 301.70  -7.15  0.017 -0.008  0.000
   79  183 310.45  -7.11  0.012 -0.006  0.000
   79  184 318.03  -7.06  0.007 -0.006  0.003
   79  185 326.84  -7.09  0.002  0.000  0.000
   79  186 335.48  -6.12  0.006  0.005  0.000
   79  187 345.34  -5.23  0.012  0.008  0.000
   79  188 353.93  -4.44  0.017  0.011 -0.001
   79  189 363.78  -3.69  0.021  0.009 -0.003
   79  190 372.44  -2.98  0.028  0.014 -0.002
   79  191 382.26  -2.38  0.030  0.010 -0.005
   79  192 390.81  -1.90  0.042  0.031  0.007
   79  193 400.55  -1.51  0.045  0.027  0.001
   79  194 408.99  -1.27  0.053  0.040  0.008
   79  195 418.65  -1.08  0.057  0.039  0.006
   79  196 427.17  -0.89  0.071  0.038  0.004
   79  197 436.77  -0.87  0.092  0.029 -0.003
   79  198 445.17  -0.92  0.104  0.017 -0.010
   79  199 454.80  -1.00  0.107  0.016 -0.011
   79  200 463.28  -1.08  0.108  0.012 -0.014
   80   84  25.93  -9.48  0.021  0.000 -0.003
   80   85  22.90  -8.44  0.024 -0.006 -0.001
   80   86  17.86  -7.48  0.026 -0.012  0.000
   80   87  15.17  -6.57  0.028 -0.013  0.000
   80   88  10.49  -5.74  0.030 -0.018  0.005
   80   89   8.23  -4.87  0.031 -0.021  0.008
   80   90   3.98  -4.08  0.030 -0.017  0.005
   80   91   2.01  -3.36  0.030 -0.019  0.008
   80   92  -1.95  -2.74  0.030 -0.016  0.003
   80   93  -3.67  -2.21  0.031 -0.017  0.004
   80   94  -7.34  -1.74  0.031 -0.017  0.003
   80   95  -8.78  -1.34  0.031 -0.018  0.003
   80   96 -12.18  -1.03  0.030 -0.019  0.003
   80   97 -13.36  -0.78  0.031 -0.018  0.003
   80   98 -16.41  -0.53  0.030 -0.018  0.005
   80   99 -17.20  -0.29  0.030 -0.018  0.005
   80  100 -19.98  -0.17  0.153  0.022 -0.009
   80  101 -20.73  -0.26  0.156  0.018 -0.012
   80  102 -23.30  -0.34  0.156  0.008 -0.014
   80  103 -23.66  -0.41  0.156  0.001 -0.013
   80  104 -25.85  -0.47  0.154 -0.007 -0.010
   80  105 -25.89  -0.59  0.153 -0.016 -0.009
   80  106 -27.77  -0.71  0.150 -0.020 -0.009
   80  107 -27.44  -0.81  0.148 -0.027 -0.005
   80  108 -29.13  -1.11  0.030 -0.021  0.007
   80  109 -28.80  -1.54  0.030 -0.022  0.007
   80  110 -30.35  -2.04  0.030 -0.020  0.007
   80  111 -29.84  -2.62  0.031 -0.023  0.008
   80  112 -31.09  -3.17  0.030 -0.019  0.004
   80  113 -30.23  -3.72  0.030 -0.017  0.005
   80  114 -31.21  -4.33  0.027 -0.012  0.002
   80  115 -30.14  -4.97  0.027 -0.012  0.001
   80  116 -30.86  -5.64  0.025 -0.006  0.000
   80  117 -29.53  -6.33  0.024 -0.006  0.000
   80  118 -30.00  -7.05  0.025 -0.007 -0.001
   80  119 -28.42  -7.79  0.025 -0.009 -0.001
   80  120 -28.65  -8.59  0.028 -0.013  0.000
   80  121 -26.85  -9.39  0.028 -0.013  0.000
   80  122 -26.73 -10.12  0.027 -0.012  0.002
   80  123 -24.56 -10.84  0.020 -0.008  0.000
   80  124 -24.27 -11.69  0.003  0.000  0.000
   80  125 -21.81 -12.39  0.004  0.000  0.000
   80  126 -21.04 -13.03  0.003  0.000  0.000
   80  127 -16.30 -11.71  0.009  0.009  0.000
   80  128 -13.42 -10.53  0.016  0.006 -0.003
   80  129  -8.59  -9.38  0.020  0.000 -0.003
   80  130  -5.55  -8.29  0.021 -0.001 -0.002
   80  131  -0.61  -7.28  0.025 -0.005 -0.002
   80  132   2.58  -6.32  0.028 -0.008 -0.002
   80  133   7.61  -5.45  0.030 -0.012 -0.001
   80  134  10.97  -4.57  0.030 -0.014  0.000
   80  135  16.15  -3.80  0.032 -0.017  0.003
   80  136  19.62  -3.05  0.032 -0.018  0.003
   80  137  24.97  -2.34  0.031 -0.018  0.004
   80  138  28.36  -1.91  0.087  0.039 -0.001
   80  139  33.51  -1.63  0.091  0.042 -0.001
   80  140  36.91  -1.42  0.097  0.037 -0.005
   80  141  42.18  -1.24  0.101  0.035 -0.011
   80  142  45.71  -1.13  0.105  0.033 -0.011
   80  143  51.11  -1.03  0.110  0.033 -0.014
   80  144  54.81  -0.99  0.113  0.026 -0.016
   80  145  60.39  -0.92  0.116  0.023 -0.022
   80  146  64.27  -0.91  0.117  0.018 -0.017
   80  147  69.99  -0.90  0.120  0.010 -0.026
   80  148  74.12  -0.85  0.120  0.004 -0.017
   80  149  80.00  -0.90  0.120  0.000 -0.016
   80  150  84.24  -0.95  0.120 -0.007 -0.016
   80  151  90.34  -0.96  0.120 -0.010 -0.014
   80  152  94.79  -1.01  0.125 -0.015 -0.013
   80  153 101.08  -1.02  0.121 -0.019 -0.005
   80  154 105.70  -1.09  0.124 -0.021 -0.006
   80  155 112.17  -1.12  0.122 -0.025 -0.002
   80  156 117.01  -1.16  0.123 -0.027  0.000
   80  157 123.65  -1.20  0.124 -0.028  0.002
   80  158 128.69  -1.24  0.126 -0.028  0.000
   80  159 135.08  -1.70 -0.060 -0.026  0.004
   80  160 139.86  -2.18 -0.054 -0.031  0.000
   80  161 146.54  -2.52  0.023 -0.014  0.006
   80  162 151.44  -3.07  0.015 -0.008  0.002
   80  163 157.96  -3.75  0.004  0.000 -0.001
   80  164 162.80  -4.53  0.002  0.000  0.000
   80  165 169.82  -4.87  0.004  0.000 -0.001
   80  166 175.26  -5.23  0.013  0.004  0.000
   80  167 182.37  -5.65  0.015  0.004 -0.001
   80  168 187.92  -6.06  0.015 -0.003  0.000
   80  169 195.20  -6.47  0.017 -0.005  0.000
   80  170 200.88  -6.93  0.004  0.000  0.000
   80  171 208.29  -7.36  0.004  0.000  0.000
   80  172 214.22  -7.73  0.002  0.000  0.000
   80  173 222.23  -7.71  0.004  0.000 -0.001
   80  174 228.67  -7.72  0.011  0.002 -0.001
   80  175 236.78  -7.77  0.011 -0.002  0.000
   80  176 243.35  -7.81  0.006 -0.003  0.001
   80  177 251.53  -7.92  0.002  0.000  0.000
   80  178 258.39  -7.82  0.006  0.004  0.001
   80  179 266.88  -7.77  0.011  0.002 -0.001
   80  180 273.82  -7.74  0.011 -0.002  0.000
   80  181 282.42  -7.72  0.006 -0.003  0.001
   80  182 289.44  -7.76  0.002  0.000  0.000
   80  183 298.25  -7.66  0.006  0.002  0.000
   80  184 305.43  -7.69  0.006 -0.005  0.001
   80  185 314.19  -7.78  0.002  0.000  0.000
   80  186 322.56  -6.76  0.004  0.000 -0.001
   80  187 332.50  -5.80  0.012  0.006  0.001
   80  188 340.82  -4.96  0.015  0.004 -0.001
   80  189 350.76  -4.13  0.018  0.003 -0.002
   80  190 359.11  -3.40  0.021  0.000 -0.003
   80  191 369.07  -2.68  0.034  0.020  0.001
   80  192 377.26  -2.24  0.042  0.032  0.007
   80  193 386.89  -1.97  0.049  0.040  0.012
   80  194 395.10  -1.65  0.053  0.038  0.008
   80  195 404.72  -1.51  0.057  0.040  0.007
   80  196 413.01  -1.23  0.065  0.043  0.002
   80  197 422.73  -1.12  0.077  0.035  0.000
   80  198 430.91  -1.06  0.079  0.036 -0.001
   80  199 440.59  -1.11  0.096  0.021 -0.008
   80  200 448.77  -1.19  0.109  0.009 -0.014
   81   85  33.39  -9.32  0.015 -0.008  0.000
   81   86  28.39  -8.28  0.015 -0.008  0.000
   81   87  25.25  -7.33  0.015 -0.008  0.000
   81   88  20.56  -6.46  0.015 -0.007  0.001
   81   89  17.73  -5.66  0.015 -0.008  0.000
   81   90  13.44  -4.87  0.015 -0.007  0.001
   81   91  10.99  -4.14  0.015 -0.007  0.001
   81   92   6.98  -3.51  0.014  0.000 -0.004
   81   93   4.84  -2.91  0.015 -0.007  0.001
   81   94   1.16  -2.41  0.015 -0.007  0.001
   81   95  -0.75  -2.00  0.015 -0.007  0.001
   81   96  -4.17  -1.67  0.015 -0.007  0.001
   81   97  -5.83  -1.42  0.015 -0.007  0.001
   81   98  -8.99  -1.25  0.015 -0.007  0.001
   81   99 -10.39  -1.12  0.014 -0.007  0.002
   81  100 -13.17  -0.97  0.003  0.000  0.000
   81  101 -14.14  -0.82  0.012  0.000 -0.004
   81  102 -16.58  -0.72  0.012 -0.001 -0.002
   81  103 -17.32  -0.71  0.015 -0.007  0.001
   81  104 -19.49  -0.73  0.015 -0.007  0.001
   81  105 -19.97  -0.82  0.015 -0.007  0.001
   81  106 -21.92  -0.98  0.015 -0.007  0.001
   81  107 -22.22  -1.24  0.015 -0.007  0.000
   81  108 -23.99  -1.59  0.015 -0.007  0.001
   81  109 -24.11  -2.01  0.015 -0.008  0.000
   81  110 -25.68  -2.51  0.015 -0.008  0.000
   81  111 -25.62  -3.08  0.015 -0.008  0.000
   81  112 -27.00  -3.73  0.015 -0.008  0.000
   81  113 -26.69  -4.39  0.013 -0.006  0.001
   81  114 -27.76  -5.05  0.003  0.000  0.000
   81  115 -27.15  -5.72  0.013  0.000 -0.002
   81  116 -27.90  -6.39  0.012 -0.001 -0.001
   81  117 -26.98  -7.05  0.012 -0.001 -0.001
   81  118 -27.42  -7.73  0.015 -0.008  0.000
   81  119 -26.25  -8.44  0.015 -0.008  0.000
   81  120 -26.46  -9.19  0.015 -0.008  0.000
   81  121 -25.10  -9.99  0.015 -0.008  0.000
   81  122 -25.09 -10.82  0.015 -0.008  0.000
   81  123 -23.44 -11.62  0.011 -0.004  0.000
   81  124 -23.17 -12.47  0.003  0.000  0.000
   81  125 -21.15 -13.18  0.008  0.000  0.000
   81  126 -20.36 -13.80  0.003  0.000  0.000
   81  127 -16.05 -12.49  0.007  0.004  0.000
   81  128 -13.15 -11.26  0.012  0.000 -0.004
   81  129  -8.68 -10.05  0.013  0.000 -0.002
   81  130  -5.60  -8.92  0.015 -0.008  0.000
   81  131  -1.01  -7.84  0.015 -0.008  0.000
   81  132   2.24  -6.80  0.015 -0.007  0.000
   81  133   6.95  -5.84  0.015 -0.008  0.000
   81  134  10.30  -4.96  0.015 -0.007  0.000
   81  135  15.12  -4.14  0.015 -0.007  0.000
   81  136  18.58  -3.39  0.015 -0.008  0.000
   81  137  23.50  -2.70  0.015 -0.007  0.000
   81  138  26.94  -2.21  0.088  0.041  0.000
   81  139  31.72  -1.90  0.094  0.045 -0.002
   81  140  35.11  -1.69  0.099  0.042 -0.003
   81  141  40.03  -1.47  0.102  0.038 -0.011
   81  142  43.56  -1.35  0.106  0.034 -0.010
   81  143  48.62  -1.20  0.110  0.031 -0.014
   81  144  52.31  -1.15  0.114  0.028 -0.016
   81  145  57.52  -1.07  0.115  0.023 -0.015
   81  146  61.41  -1.04  0.119  0.021 -0.018
   81  147  66.84  -0.95  0.119  0.012 -0.013
   81  148  70.90  -0.95  0.120  0.010 -0.018
   81  149  76.44  -0.95  0.120 -0.001 -0.015
   81  150  80.71  -0.97  0.120 -0.010 -0.014
   81  151  86.40  -1.01  0.120 -0.010 -0.014
   81  152  90.84  -1.06  0.120 -0.020 -0.012
   81  153  96.72  -1.10  0.120 -0.020 -0.012
   81  154 101.38  -1.14  0.121 -0.022 -0.010
   81  155 107.46  -1.18  0.119 -0.025 -0.004
   81  156 112.31  -1.21  0.120 -0.028 -0.002
   81  157 118.58  -1.25  0.120 -0.031  0.000
   81  158 123.59  -1.32  0.015 -0.007  0.001
   81  159 129.50  -1.89  0.016 -0.006  0.000
   81  160 134.16  -2.49  0.016 -0.006  0.001
   81  161 140.15  -3.16  0.016 -0.006  0.001
   81  162 144.92  -3.83  0.015 -0.007  0.001
   81  163 151.09  -4.51  0.007 -0.004  0.001
   81  164 155.97  -5.24  0.002  0.000  0.000
   81  165 162.64  -5.58  0.007  0.004  0.000
   81  166 168.08  -5.94  0.011  0.000 -0.002
   81  167 174.86  -6.34  0.012 -0.001 -0.002
   81  168 180.45  -6.71  0.012 -0.001 -0.001
   81  169 187.41  -7.09  0.012 -0.001  0.000
   81  170 193.16  -7.48  0.011 -0.002  0.000
   81  171 200.26  -7.87  0.005  0.000 -0.001
   81  172 206.20  -8.23  0.002  0.000  0.000
   81  173 213.77  -8.31  0.005  0.000  0.000
   81  174 220.18  -8.35  0.010  0.000 -0.001
   81  175 227.95  -8.39  0.011  0.000 -0.002
   81  176 234.59  -8.37  0.008 -0.002  0.000
   81  177 242.56  -8.35  0.002  0.000  0.000
   81  178 249.39  -8.29  0.012  0.000  0.000
   81  179 257.49  -8.29  0.013  0.000 -0.002
   81  180 264.44  -8.26  0.012 -0.002 -0.002
   81  181 272.76  -8.18  0.007 -0.004  0.001
   81  182 279.84  -8.17  0.002  0.000  0.000
   81  183 288.24  -8.15  0.010  0.000 -0.002
   81  184 295.47  -8.14  0.007 -0.005  0.002
   81  185 303.95  -8.17  0.002  0.000  0.000
   81  186 312.29  -7.19  0.006  0.004  0.001
   81  187 321.88  -6.26  0.010  0.000 -0.002
   81  188 330.23  -5.40  0.012  0.000 -0.004
   81  189 339.90  -4.51  0.012 -0.001 -0.003
   81  190 348.33  -3.71  0.016 -0.005  0.000
   81  191 357.98  -2.98  0.031  0.016  0.000
   81  192 366.15  -2.57  0.042  0.032  0.009
   81  193 375.48  -2.29  0.049  0.041  0.013
   81  194 383.72  -1.94  0.052  0.038  0.007
   81  195 393.05  -1.77  0.057  0.039  0.006
   81  196 401.30  -1.54  0.065  0.042  0.002
   81  197 410.65  -1.48  0.066  0.041  0.005
   81  198 418.88  -1.40  0.068  0.036  0.000
   81  199 428.41  -1.28  0.084  0.027 -0.007
   81  200 436.64  -1.32  0.097  0.016 -0.012
   82   87  33.87  -8.26  0.004  0.000  0.000
   82   88  28.69  -7.37  0.004  0.000  0.000
   82   89  25.82  -6.57  0.004  0.000  0.000
   82   90  20.96  -5.84  0.004  0.000  0.000
   82   91  18.52  -5.06  0.004  0.000  0.000
   82   92  14.07  -4.39  0.004  0.000  0.000
   82   93  11.87  -3.81  0.004  0.000  0.000
   82   94   7.70  -3.30  0.004  0.000  0.000
   82   95   5.76  -2.89  0.004  0.000  0.000
   82   96   1.85  -2.56  0.004  0.000  0.000
   82   97   0.15  -2.31  0.004  0.000  0.000
   82   98  -3.49  -2.13  0.004  0.000  0.000
   82   99  -4.93  -2.03  0.004  0.000  0.000
   82  100  -8.30  -1.99  0.003  0.000  0.000
   82  101  -9.21  -1.75  0.004  0.000  0.000
   82  102 -12.05  -1.57  0.004  0.000  0.000
   82  103 -12.75  -1.49  0.004  0.000 -0.001
   82  104 -15.38  -1.50  0.004  0.000  0.000
   82  105 -15.89  -1.59  0.004  0.000 -0.001
