Thickness of SUS flat deg [mm]1	138Sn 50+	Thickness of SUS flat deg [mm]2	138Sn 50+	Thickness of SUS flat deg [mm]3	138Sn 50+	Thickness of SUS flat deg [mm]4	138Sn 49+	Thickness of SUS flat deg [mm]5	138Sn 49+	Thickness of SUS flat deg [mm]6	138Sn 49+	Thickness of SUS flat deg [mm]7	138Sn 48+	Thickness of SUS flat deg [mm]8	138Sn 48+	Thickness of SUS flat deg [mm]9	138Sn 48+	Thickness of SUS flat deg [mm]10	138Sn 50+	Thickness of SUS flat deg [mm]11	138Sn 50+	Thickness of SUS flat deg [mm]12	138Sn 50+	Thickness of SUS flat deg [mm]13	138Sn 49+	Thickness of SUS flat deg [mm]14	138Sn 49+	Thickness of SUS flat deg [mm]15	138Sn 49+	Thickness of SUS flat deg [mm]16	138Sn 48+	Thickness of SUS flat deg [mm]17	138Sn 50+	Thickness of SUS flat deg [mm]18	138Sn 50+	Thickness of SUS flat deg [mm]19	138Sn 49+	Thickness of SUS flat deg [mm]20	138Sn 50+	Thickness of SUS flat deg [mm]21	138Sn 49+	Thickness of SUS flat deg [mm]22	138Sn 48+	Thickness of SUS flat deg [mm]23	138Sn 50+	Thickness of SUS flat deg [mm]24	138Sn 49+	Thickness of SUS flat deg [mm]25	138Sn 50+	Thickness of SUS flat deg [mm]26	138Sn 49+	Thickness of SUS flat deg [mm]27	138Sn 50+	Thickness of SUS flat deg [mm]28	138Sn 49+	Thickness of SUS flat deg [mm]29	138Sn 50+	Thickness of SUS flat deg [mm]30	136Sn 50+	Thickness of SUS flat deg [mm]31	141Te 52+	Thickness of SUS flat deg [mm]32	139Sb 51+	Thickness of SUS flat deg [mm]33	141Te 51+	Thickness of SUS flat deg [mm]34	136Sn 49+	Thickness of SUS flat deg [mm]35	137Sn 50+	Thickness of SUS flat deg [mm]36	138Sb 51+	Thickness of SUS flat deg [mm]37	139Sb 50+	Thickness of SUS flat deg [mm]38	138Sb 50+	Thickness of SUS flat deg [mm]39	137Sn 49+	Thickness of SUS flat deg [mm]40	135In 49+	Thickness of SUS flat deg [mm]41	141Te 50+	Thickness of SUS flat deg [mm]42	136Sn 48+	Thickness of SUS flat deg [mm]43	139Sb 49+	Thickness of SUS flat deg [mm]44	136Sn 50+	Thickness of SUS flat deg [mm]45	136Sn 50+	Thickness of SUS flat deg [mm]46	135In 48+	Thickness of SUS flat deg [mm]47	138Sb 49+	Thickness of SUS flat deg [mm]48	137Sn 48+	Thickness of SUS flat deg [mm]49	136Sn 49+	Thickness of SUS flat deg [mm]50	136Sn 49+	
1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	1.996000	0         	
1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	1.997000	0         	
1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	1.998000	0         	
1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	1.999000	0         	
2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	2.000000	0         	
2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	2.001000	0         	
2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	2.002000	0         	
2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	2.003000	0         	
2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	2.004000	0         	
2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	2.005000	0         	
2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	2.006000	0         	
2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	2.99817e-14	2.007000	1.62539e-16	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	2.007000	0         	
2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	2.22513e-13	2.008000	1.57216e-14	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	2.008000	0         	
2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	1.32695e-12	2.009000	8.73423e-14	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	2.009000	0         	
